State,County,Year,Total population,Male Total population,Female Total population
Kentucky,Kenton County,2012,159926,78908,81018
Kentucky,Knott County,2012,16368,8119,8249
Kentucky,Knox County,2012,31874,15467,16407
Kentucky,Larue County,2012,14175,7156,7019
Kentucky,Laurel County,2012,58891,28882,30009
Mississippi,Smith County,2012,15889,7872,8017
Kentucky,Lee County,2012,7831,4345,3486
Kentucky,Leslie County,2012,11318,5577,5741
Kentucky,Letcher County,2012,24336,11965,12371
Kentucky,Lewis County,2012,13889,6919,6970
Kentucky,Lincoln County,2012,24671,12020,12651
Kansas,Cloud County,2012,9479,4685,4794
Kentucky,Logan County,2012,26786,13130,13656
Kentucky,Lyon County,2012,8336,4616,3720
Kentucky,McCracken County,2012,65558,31447,34111
Kentucky,McCreary County,2012,18204,9906,8298
Kentucky,McLean County,2012,9554,4676,4878
Kentucky,Madison County,2012,83174,40340,42834
Kentucky,Magoffin County,2012,13229,6595,6634
Kentucky,Marion County,2012,19872,10312,9560
Kentucky,Marshall County,2012,31393,15435,15958
Kentucky,Caldwell County,2012,12934,6779,6155
Kentucky,Mason County,2012,17495,8536,8959
Kentucky,Meade County,2012,28979,14518,14461
Kentucky,Menifee County,2012,6331,3076,3255
Kentucky,Mercer County,2012,21283,10146,11137
Kentucky,Metcalfe County,2012,10074,5048,5026
Kentucky,Monroe County,2012,10925,5474,5451
Kentucky,Montgomery County,2012,26517,12798,13719
Kentucky,Morgan County,2012,13898,7896,6002
Kentucky,Muhlenberg County,2012,31399,15805,15594
Kentucky,Nelson County,2012,43500,21487,22013
Kentucky,Nicholas County,2012,7092,3492,3600
Michigan,Antrim County,2012,23975,11890,12085
Kentucky,Oldham County,2012,60357,31760,28597
Kentucky,Owen County,2012,10870,5499,5371
Kentucky,Owsley County,2012,4764,2466,2298
Kentucky,Pendleton County,2012,14771,7347,7424
Kentucky,Perry County,2012,28617,14026,14591
Kentucky,Pike County,2012,64887,31763,33124
Kentucky,Powell County,2012,12638,6340,6298
Kentucky,Pulaski County,2012,63045,30878,32167
Kentucky,Robertson County,2012,2251,1129,1122
Texas,Frio County,2012,17090,8441,8649
Kentucky,Rowan County,2012,23351,11408,11943
Kentucky,Russell County,2012,17562,8676,8886
Kentucky,Scott County,2012,47211,23037,24174
Kentucky,Shelby County,2012,42286,20345,21941
Kentucky,Simpson County,2012,17323,8320,9003
Kentucky,Spencer County,2012,17135,8693,8442
Kentucky,Taylor County,2012,24514,11812,12702
Kentucky,Todd County,2012,12472,6171,6301
Kentucky,Trigg County,2012,14282,7081,7201
Kentucky,Trimble County,2012,8829,4493,4336
Kentucky,Union County,2012,14992,7542,7450
Kentucky,Warren County,2012,113787,55801,57986
Kentucky,Washington County,2012,11701,5861,5840
Kentucky,Wayne County,2012,20819,10329,10490
Kentucky,Webster County,2012,13618,6735,6883
Kentucky,Whitley County,2012,35756,17327,18429
Minnesota,Lac qui Parle County,2012,7298,3589,3709
Kentucky,Woodford County,2012,24847,12274,12573
Louisiana,Acadia Parish,2012,61611,30006,31605
Louisiana,Allen Parish,2012,25740,14803,10937
Louisiana,Ascension Parish,2012,107647,53256,54391
Virginia,King George County,2012,23321,11395,11926
Louisiana,Avoyelles Parish,2012,41925,21008,20917
Louisiana,Beauregard Parish,2012,35662,18145,17517
Louisiana,Bienville Parish,2012,14312,6832,7480
Louisiana,Bossier Parish,2012,117742,57873,59869
Louisiana,Caddo Parish,2012,254970,121227,133743
Louisiana,Calcasieu Parish,2012,192307,93604,98703
Kansas,Nemaha County,2012,10118,5207,4911
Louisiana,Cameron Parish,2012,6934,3454,3480
Louisiana,Catahoula Parish,2012,10409,5531,4878
Louisiana,Claiborne Parish,2012,17059,9469,7590
Louisiana,Concordia Parish,2012,20624,10394,10230
Louisiana,De Soto Parish,2012,26695,12720,13975
Louisiana,East Baton Rouge Parish,2012,439662,210853,228809
Louisiana,East Carroll Parish,2012,7738,4091,3647
Louisiana,East Feliciana Parish,2012,20252,10909,9343
Louisiana,Evangeline Parish,2012,33989,17321,16668
Louisiana,Franklin Parish,2012,20714,10046,10668
Louisiana,Grant Parish,2012,22049,12222,9827
Louisiana,Iberia Parish,2012,73527,35894,37633
Indiana,Gibson County,2012,33386,17023,16363
Louisiana,Jackson Parish,2012,16210,8203,8007
Louisiana,Jefferson Parish,2012,432706,210026,222680
Louisiana,Jefferson Davis Parish,2012,31529,15418,16111
Louisiana,Lafayette Parish,2012,221602,108072,113530
Louisiana,Lafourche Parish,2012,96453,47493,48960
Texas,Gaines County,2012,14840,7517,7323
Louisiana,Lincoln Parish,2012,46543,22459,24084
Louisiana,Livingston Parish,2012,128192,63670,64522
Louisiana,Madison Parish,2012,12113,6165,5948
Wisconsin,Door County,2012,27893,13376,14517
Louisiana,Natchitoches Parish,2012,39434,18811,20623
Louisiana,Orleans Parish,2012,341407,164916,176491
Louisiana,Ouachita Parish,2012,153752,73622,80130
Louisiana,Plaquemines Parish,2012,23220,11517,11703
Colorado,Teller County,2012,22821,11042,11779
Louisiana,Rapides Parish,2012,131655,63483,68172
Georgia,Seminole County,2012,9068,4319,4749
Louisiana,Richland Parish,2012,20785,9969,10816
Louisiana,Sabine Parish,2012,24265,12058,12207
Louisiana,St. Bernard Parish,2012,35947,18145,17802
Louisiana,St. Charles Parish,2012,52663,25847,26816
North Carolina,Alleghany County,2012,11106,5366,5740
Louisiana,St. James Parish,2012,21978,10714,11264
Louisiana,St. John the Baptist Parish,2012,45741,22366,23375
Louisiana,St. Landry Parish,2012,83774,40092,43682
Louisiana,St. Martin Parish,2012,52343,25707,26636
Louisiana,St. Mary Parish,2012,54285,26753,27532
Louisiana,St. Tammany Parish,2012,234283,114015,120268
Louisiana,Tangipahoa Parish,2012,121209,58797,62412
Louisiana,Tensas Parish,2012,5189,2450,2739
Louisiana,Terrebonne Parish,2012,111666,55226,56440
Louisiana,Union Parish,2012,22633,11043,11590
Louisiana,Vermilion Parish,2012,58041,28324,29717
Louisiana,Vernon Parish,2012,51542,26384,25158
Louisiana,Washington Parish,2012,47025,23215,23810
Louisiana,Webster Parish,2012,41156,20005,21151
Louisiana,West Baton Rouge Parish,2012,23748,11639,12109
Louisiana,West Carroll Parish,2012,11587,5867,5720
Louisiana,West Feliciana Parish,2012,15575,10313,5262
Louisiana,Winn Parish,2012,15233,7986,7247
Maine,Androscoggin County,2012,107766,52850,54916
Maine,Aroostook County,2012,71757,35279,36478
Maine,Cumberland County,2012,282143,136955,145188
Maine,Franklin County,2012,30704,15076,15628
Maine,Hancock County,2012,54470,26600,27870
Maine,Kennebec County,2012,122022,59376,62646
Maine,Knox County,2012,39848,19826,20022
Maine,Lincoln County,2012,34440,16971,17469
Maine,Oxford County,2012,57814,28742,29072
Maine,Penobscot County,2012,153742,75634,78108
Arkansas,Sharp County,2012,17432,8611,8821
Maine,Sagadahoc County,2012,35394,17167,18227
Maine,Somerset County,2012,52098,25768,26330
Maine,Waldo County,2012,38761,18993,19768
Maine,Washington County,2012,32832,16144,16688
Maine,York County,2012,197861,96227,101634
Maryland,Allegany County,2012,74645,38560,36085
Maryland,Anne Arundel County,2012,538473,266299,272174
Maryland,Baltimore County,2012,807318,381691,425627
Maryland,Calvert County,2012,88774,43769,45005
Maryland,Caroline County,2012,32947,16070,16877
Maryland,Carroll County,2012,167249,82566,84683
Maryland,Cecil County,2012,101109,50231,50878
Maryland,Charles County,2012,147107,71061,76046
Maryland,Dorchester County,2012,32570,15567,17003
Maryland,Frederick County,2012,234268,115246,119022
Maryland,Garrett County,2012,30079,14928,15151
Maryland,Harford County,2012,245396,120111,125285
Maryland,Howard County,2012,288676,141445,147231
Maryland,Kent County,2012,20184,9650,10534
Maryland,Montgomery County,2012,974824,468237,506587
Maryland,Prince George's County,2012,865443,415176,450267
Maryland,Queen Anne's County,2012,47894,23696,24198
Maryland,St. Mary's County,2012,105528,52591,52937
Maryland,Somerset County,2012,26402,14299,12103
Maryland,Talbot County,2012,37746,18031,19715
Maryland,Washington County,2012,147882,75296,72586
Maryland,Wicomico County,2012,98940,47225,51715
Maryland,Worcester County,2012,51398,25095,26303
Maryland,Baltimore city,2012,620644,292035,328609
Massachusetts,Barnstable County,2012,216021,103047,112974
Massachusetts,Berkshire County,2012,130866,62938,67928
Massachusetts,Bristol County,2012,548739,265784,282955
Arkansas,Marion County,2012,16581,8209,8372
Massachusetts,Essex County,2012,744961,358033,386928
Massachusetts,Franklin County,2012,71489,34952,36537
Massachusetts,Hampden County,2012,464072,223210,240862
Massachusetts,Hampshire County,2012,158850,74358,84492
Massachusetts,Middlesex County,2012,1507558,733512,774046
Massachusetts,Nantucket County,2012,10194,5172,5022
Massachusetts,Norfolk County,2012,672078,321814,350264
Massachusetts,Plymouth County,2012,495407,240954,254453
Massachusetts,Suffolk County,2012,724502,349131,375371
Massachusetts,Worcester County,2012,799277,393874,405403
Michigan,Alcona County,2012,10943,5520,5423
Michigan,Alger County,2012,9531,5226,4305
Michigan,Allegan County,2012,111589,55423,56166
Michigan,Alpena County,2012,29602,14526,15076
South Carolina,Jasper County,2012,23634,11780,11854
Michigan,Arenac County,2012,15952,8230,7722
West Virginia,Pocahontas County,2012,8808,4945,3863
Michigan,Barry County,2012,59249,29609,29640
Michigan,Bay County,2012,107633,52732,54901
Michigan,Benzie County,2012,17554,8770,8784
Michigan,Berrien County,2012,156759,76204,80555
Michigan,Branch County,2012,44920,23352,21568
Michigan,Calhoun County,2012,136063,66388,69675
Michigan,Cass County,2012,52412,26068,26344
Michigan,Charlevoix County,2012,26057,12790,13267
Michigan,Cheboygan County,2012,26195,13024,13171
Michigan,Chippewa County,2012,38919,21688,17231
Michigan,Clare County,2012,30924,15347,15577
Michigan,Clinton County,2012,75274,37139,38135
Georgia,McIntosh County,2012,14119,7186,6933
Michigan,Delta County,2012,37075,18339,18736
Michigan,Dickinson County,2012,26286,12979,13307
Michigan,Eaton County,2012,107861,52475,55386
Michigan,Emmet County,2012,32799,16183,16616
Michigan,Genesee County,2012,425337,204946,220391
Michigan,Gladwin County,2012,25736,12927,12809
Arkansas,Clay County,2012,16297,8633,7664
Michigan,Grand Traverse County,2012,87483,43223,44260
Michigan,Gratiot County,2012,42340,22236,20104
Michigan,Hillsdale County,2012,46617,23172,23445
Michigan,Houghton County,2012,36519,19825,16694
Michigan,Huron County,2012,33001,16375,16626
Michigan,Ingham County,2012,281323,136541,144782
Michigan,Ionia County,2012,64149,34050,30099
Michigan,Iosco County,2012,25880,12850,13030
Michigan,Iron County,2012,11837,5886,5951
Michigan,Isabella County,2012,70186,34005,36181
Michigan,Jackson County,2012,160257,81821,78436
Michigan,Kalamazoo County,2012,250704,122752,127952
Michigan,Kalkaska County,2012,17231,8723,8508
Michigan,Kent County,2012,605244,296684,308560
Alaska,Wrangell City and Borough,2012,2168,1138,1030
Michigan,Lake County,2012,11543,5907,5636
Michigan,Lapeer County,2012,88626,44726,43900
Michigan,Leelanau County,2012,21677,10671,11006
Michigan,Lenawee County,2012,99878,50320,49558
Michigan,Livingston County,2012,181678,90763,90915
Michigan,Luce County,2012,6590,3811,2779
Michigan,Mackinac County,2012,11144,5651,5493
Michigan,Macomb County,2012,841769,409517,432252
Michigan,Manistee County,2012,24753,12852,11901
Michigan,Marquette County,2012,67178,33955,33223
Michigan,Mason County,2012,28672,14173,14499
Michigan,Mecosta County,2012,42947,21654,21293
Michigan,Menominee County,2012,24041,12081,11960
Michigan,Midland County,2012,83744,41092,42652
Mississippi,Calhoun County,2012,14945,7634,7311
Michigan,Monroe County,2012,151944,75000,76944
Michigan,Montcalm County,2012,63357,32729,30628
Michigan,Montmorency County,2012,9709,4874,4835
Michigan,Muskegon County,2012,171755,85138,86617
Michigan,Newaygo County,2012,48517,24467,24050
Michigan,Oakland County,2012,1207097,585883,621214
Michigan,Oceana County,2012,26636,13397,13239
Michigan,Ogemaw County,2012,21674,10768,10906
Nevada,Pershing County,2012,6703,3494,3209
North Dakota,Stark County,2012,23486,11727,11759
Michigan,Oscoda County,2012,8709,4412,4297
Texas,Fayette County,2012,24175,11868,12307
Michigan,Ottawa County,2012,264835,129905,134930
Michigan,Presque Isle County,2012,13368,6721,6647
Michigan,Roscommon County,2012,24447,12173,12274
Michigan,Saginaw County,2012,200017,96799,103218
Michigan,St. Clair County,2012,162978,80718,82260
Michigan,St. Joseph County,2012,61314,30362,30952
Michigan,Sanilac County,2012,43096,21351,21745
Nebraska,Richardson County,2012,8455,4187,4268
Michigan,Shiawassee County,2012,70402,34768,35634
Michigan,Tuscola County,2012,55616,27930,27686
Michigan,Van Buren County,2012,76149,37710,38439
Michigan,Washtenaw County,2012,346010,170767,175243
Michigan,Wayne County,2012,1822469,875422,947047
Michigan,Wexford County,2012,32694,16274,16420
Illinois,Richland County,2012,16166,8223,7943
Minnesota,Anoka County,2012,331649,165788,165861
Minnesota,Becker County,2012,32600,16361,16239
Minnesota,Beltrami County,2012,44652,22354,22298
Minnesota,Benton County,2012,38560,19270,19290
Minnesota,Big Stone County,2012,5250,2571,2679
Minnesota,Blue Earth County,2012,63991,32050,31941
Indiana,Decatur County,2012,25772,12744,13028
Minnesota,Carlton County,2012,35304,18385,16919
Minnesota,Carver County,2012,91355,45338,46017
Minnesota,Cass County,2012,28519,14599,13920
Minnesota,Chippewa County,2012,12327,6061,6266
Minnesota,Chisago County,2012,53526,27708,25818
Minnesota,Clay County,2012,58937,29097,29840
Minnesota,Clearwater County,2012,8672,4434,4238
Minnesota,Cook County,2012,5206,2657,2549
Kentucky,Bath County,2012,11665,5726,5939
Minnesota,Crow Wing County,2012,62521,31154,31367
Minnesota,Dakota County,2012,399443,196203,203240
Minnesota,Dodge County,2012,20071,10048,10023
Nebraska,Lincoln County,2012,36167,18090,18077
Louisiana,Bienville Parish,2012,14546,7282,7264
Minnesota,Fillmore County,2012,20880,10398,10482
Minnesota,Freeborn County,2012,31188,15573,15615
Minnesota,Goodhue County,2012,46144,22951,23193
Minnesota,Grant County,2012,6016,3014,3002
Minnesota,Hennepin County,2012,1158039,569482,588557
Minnesota,Houston County,2012,19001,9360,9641
Minnesota,Hubbard County,2012,20372,10330,10042
Minnesota,Isanti County,2012,38004,19131,18873
Minnesota,Itasca County,2012,45052,22709,22343
Montana,Roosevelt County,2012,10273,5203,5070
Minnesota,Kanabec County,2012,16255,8209,8046
Indiana,Jackson County,2012,42150,21226,20924
Minnesota,Kittson County,2012,4547,2265,2282
Mississippi,Amite County,2012,13293,6639,6654
South Dakota,Fall River County,2012,7240,3616,3624
Minnesota,Lake County,2012,10849,5535,5314
Minnesota,Lake of the Woods County,2012,4039,2131,1908
Indiana,Wells County,2012,27744,13966,13778
Minnesota,Lincoln County,2012,5876,2942,2934
Minnesota,Lyon County,2012,25714,12668,13046
Minnesota,McLeod County,2012,36527,18177,18350
Minnesota,Mahnomen County,2012,5442,2730,2712
Minnesota,Marshall County,2012,9475,4820,4655
Louisiana,Franklin Parish,2012,20727,10213,10514
Minnesota,Meeker County,2012,23262,11774,11488
Minnesota,Mille Lacs County,2012,26004,13041,12963
Minnesota,Morrison County,2012,33173,16781,16392
Minnesota,Mower County,2012,39115,19392,19723
Minnesota,Murray County,2012,8690,4301,4389
Minnesota,Nicollet County,2012,32689,16328,16361
Minnesota,Nobles County,2012,21349,10833,10516
Minnesota,Norman County,2012,6796,3409,3387
Minnesota,Olmsted County,2012,144507,70814,73693
Minnesota,Otter Tail County,2012,57381,28702,28679
Minnesota,Pennington County,2012,13950,6855,7095
Minnesota,Pine County,2012,29564,15810,13754
Virginia,Cumberland County,2012,9536,4662,4874
Minnesota,Polk County,2012,31426,15889,15537
Minnesota,Pope County,2012,10978,5567,5411
Minnesota,Ramsey County,2012,510885,247785,263100
Minnesota,Red Lake County,2012,4100,2084,2016
Minnesota,Redwood County,2012,16006,7999,8007
Minnesota,Renville County,2012,15653,7944,7709
Minnesota,Rice County,2012,64171,32741,31430
Minnesota,Rock County,2012,9620,4729,4891
Minnesota,Roseau County,2012,15665,8008,7657
Minnesota,St. Louis County,2012,200150,100346,99804
Minnesota,Scott County,2012,130689,65044,65645
Minnesota,Sherburne County,2012,88558,45110,43448
Minnesota,Sibley County,2012,15189,7664,7525
Minnesota,Stearns County,2012,150307,75912,74395
Minnesota,Steele County,2012,36524,17974,18550
Minnesota,Stevens County,2012,9712,4804,4908
Wisconsin,Forest County,2012,9764,5024,4740
Minnesota,Todd County,2012,24783,12641,12142
Minnesota,Traverse County,2012,3549,1800,1749
Minnesota,Wabasha County,2012,21636,10820,10816
Tennessee,Grundy County,2012,13808,6787,7021
Wisconsin,Green Lake County,2012,19089,9158,9931
Minnesota,Washington County,2012,238721,118190,120531
Minnesota,Watonwan County,2012,11177,5627,5550
Minnesota,Wilkin County,2012,6584,3329,3255
Minnesota,Winona County,2012,51481,25264,26217
Minnesota,Wright County,2012,124737,62838,61899
Iowa,Emmet County,2012,10357,5288,5069
Mississippi,Adams County,2012,32391,16162,16229
Mississippi,Alcorn County,2012,37027,18074,18953
Mississippi,Amite County,2012,13139,6327,6812
Mississippi,Attala County,2012,19454,9210,10244
Mississippi,Benton County,2012,8725,4178,4547
Mississippi,Bolivar County,2012,34239,15953,18286
Mississippi,Calhoun County,2012,14903,7135,7768
Mississippi,Carroll County,2012,10553,5237,5316
Mississippi,Chickasaw County,2012,17458,8288,9170
Florida,Lafayette County,2012,8506,4076,4430
Mississippi,Claiborne County,2012,9681,4538,5143
Mississippi,Clarke County,2012,16688,8028,8660
Mississippi,Clay County,2012,20633,9686,10947
Mississippi,Coahoma County,2012,26099,11950,14149
Mississippi,Copiah County,2012,29324,14112,15212
Mississippi,Covington County,2012,19571,9527,10044
Mississippi,DeSoto County,2012,161536,78395,83141
Mississippi,Forrest County,2012,75378,36007,39371
Mississippi,Franklin County,2012,8055,3926,4129
Mississippi,George County,2012,22579,11607,10972
Iowa,O'Brien County,2012,14352,8482,5870
Mississippi,Grenada County,2012,21886,10282,11604
Mississippi,Hancock County,2012,44044,21643,22401
Mississippi,Harrison County,2012,188110,93344,94766
Mississippi,Hinds County,2012,246335,115607,130728
Mississippi,Holmes County,2012,19207,9050,10157
Mississippi,Humphreys County,2012,9399,4445,4954
Mississippi,Issaquena County,2012,1556,909,647
Mississippi,Itawamba County,2012,23362,11388,11974
Mississippi,Jackson County,2012,139430,68690,70740
Mississippi,Jasper County,2012,17033,8097,8936
Mississippi,Jefferson County,2012,7743,3993,3750
Mississippi,Jefferson Davis County,2012,12364,6054,6310
Mississippi,Jones County,2012,67868,33069,34799
Mississippi,Kemper County,2012,10391,5153,5238
Mississippi,Lafayette County,2012,47586,23434,24152
Mississippi,Lamar County,2012,55580,26960,28620
New York,Cayuga County,2012,80204,38646,41558
Mississippi,Lawrence County,2012,12832,6240,6592
Mississippi,Leake County,2012,23563,11750,11813
Mississippi,Lee County,2012,83235,39628,43607
Mississippi,Leflore County,2012,32196,15266,16930
Mississippi,Lincoln County,2012,34850,16622,18228
Mississippi,Lowndes County,2012,59584,28269,31315
Mississippi,Madison County,2012,95481,45756,49725
Mississippi,Marion County,2012,26810,12948,13862
Mississippi,Marshall County,2012,37019,18281,18738
Mississippi,Monroe County,2012,36912,17540,19372
Mississippi,Montgomery County,2012,10866,5106,5760
Mississippi,Pontotoc County,2012,29682,14110,15572
Mississippi,Newton County,2012,21687,10543,11144
Mississippi,Noxubee County,2012,11511,5450,6061
Mississippi,Oktibbeha County,2012,47486,23596,23890
Mississippi,Panola County,2012,34675,16602,18073
Mississippi,Pearl River County,2012,55886,27623,28263
Mississippi,Perry County,2012,12217,5965,6252
Mississippi,Pike County,2012,40300,19265,21035
Mississippi,Pontotoc County,2012,29962,14741,15221
Mississippi,Prentiss County,2012,25384,12471,12913
Mississippi,Quitman County,2012,8171,3880,4291
Mississippi,Rankin County,2012,142136,68720,73416
Mississippi,Scott County,2012,28207,13810,14397
Mississippi,Sharkey County,2012,4835,2182,2653
Mississippi,Simpson County,2012,27476,13334,14142
Mississippi,Smith County,2012,16425,7992,8433
Arkansas,Grant County,2012,17657,8833,8824
Mississippi,Sunflower County,2012,29230,15488,13742
Mississippi,Tallahatchie County,2012,15262,8300,6962
Mississippi,Tate County,2012,28580,13876,14704
Mississippi,Tippah County,2012,22095,10807,11288
Iowa,Buena Vista County,2012,19573,9504,10069
Mississippi,Tunica County,2012,10716,5136,5580
Mississippi,Union County,2012,27175,13272,13903
Mississippi,Walthall County,2012,15405,7433,7972
Mississippi,Warren County,2012,48419,23086,25333
Mississippi,Washington County,2012,51010,23657,27353
Mississippi,Wayne County,2012,20754,9971,10783
Mississippi,Webster County,2012,10162,4987,5175
Georgia,Pulaski County,2012,9778,5255,4523
Mississippi,Winston County,2012,19160,9229,9931
Mississippi,Yalobusha County,2012,12647,6128,6519
Mississippi,Yazoo County,2012,28220,15473,12747
Missouri,Adair County,2012,25542,12134,13408
Virginia,Giles County,2012,17205,8430,8775
Missouri,Atchison County,2012,5664,2832,2832
Missouri,Audrain County,2012,25617,11694,13923
Missouri,Barry County,2012,35680,17737,17943
Missouri,Barton County,2012,12428,6173,6255
Missouri,Bates County,2012,17003,8389,8614
Missouri,Benton County,2012,19021,9512,9509
Missouri,Bollinger County,2012,12389,6188,6201
Missouri,Boone County,2012,163266,78988,84278
Missouri,Buchanan County,2012,89162,44500,44662
Missouri,Butler County,2012,42792,20682,22110
Nebraska,Hamilton County,2012,9302,4633,4669
Missouri,Callaway County,2012,44157,22731,21426
Missouri,Camden County,2012,43731,21662,22069
Missouri,Cape Girardeau County,2012,75690,36652,39038
Missouri,Carroll County,2012,9279,4551,4728
Missouri,Carter County,2012,6225,3033,3192
Missouri,Cass County,2012,99394,48595,50799
Missouri,Cedar County,2012,13941,6967,6974
Missouri,Chariton County,2012,7759,3833,3926
Missouri,Christian County,2012,77474,37812,39662
Missouri,Clark County,2012,7082,3547,3535
Missouri,Clay County,2012,222048,108572,113476
Missouri,Clinton County,2012,20687,10350,10337
Missouri,Cole County,2012,75813,38448,37365
Missouri,Cooper County,2012,17542,9254,8288
Michigan,Manistee County,2012,24753,12237,12516
Florida,Liberty County,2012,7811,3944,3867
Missouri,Dallas County,2012,16825,8415,8410
Missouri,Daviess County,2012,8341,4155,4186
Missouri,DeKalb County,2012,12878,8120,4758
Missouri,Dent County,2012,15595,7806,7789
Missouri,Douglas County,2012,13690,6788,6902
Missouri,Dunklin County,2012,31970,15451,16519
Missouri,Franklin County,2012,101440,50337,51103
Missouri,Gasconade County,2012,15160,7445,7715
Missouri,Gentry County,2012,6773,3291,3482
Missouri,Greene County,2012,275671,134221,141450
Missouri,Grundy County,2012,10256,4891,5365
Missouri,Harrison County,2012,8901,4458,4443
Missouri,Henry County,2012,22234,10844,11390
Kentucky,McLean County,2012,9554,4666,4888
Missouri,Holt County,2012,4840,2402,2438
Missouri,Howard County,2012,10160,5047,5113
Missouri,Howell County,2012,40330,19477,20853
Arkansas,Lee County,2012,10563,5251,5312
Missouri,Jackson County,2012,672784,325081,347703
Missouri,Jasper County,2012,116493,56722,59771
Missouri,Jefferson County,2012,218628,108663,109965
Missouri,Johnson County,2012,52964,26826,26138
Missouri,Knox County,2012,4111,2024,2087
Missouri,Laclede County,2012,35507,17526,17981
Missouri,Lafayette County,2012,33278,16363,16915
Missouri,Lawrence County,2012,38559,19032,19527
South Carolina,McCormick County,2012,10203,5115,5088
Missouri,Lincoln County,2012,52637,26291,26346
Missouri,Linn County,2012,12668,6059,6609
Missouri,Livingston County,2012,15068,6749,8319
Missouri,McDonald County,2012,22970,11526,11444
Missouri,Macon County,2012,15532,7562,7970
Missouri,Madison County,2012,12334,6085,6249
Missouri,Maries County,2012,9140,4568,4572
Missouri,Marion County,2012,28703,13809,14894
Missouri,Mercer County,2012,3763,1920,1843
Missouri,Miller County,2012,24822,12404,12418
Missouri,Mississippi County,2012,14231,7533,6698
Missouri,Moniteau County,2012,15587,8169,7418
Montana,Deer Lodge County,2012,8876,4364,4512
Virginia,Greensville County,2012,12181,6067,6114
Missouri,Morgan County,2012,20479,10118,10361
Missouri,New Madrid County,2012,18780,8969,9811
Missouri,Newton County,2012,58314,28814,29500
Missouri,Nodaway County,2012,23305,11818,11487
Missouri,Oregon County,2012,10885,5425,5460
Missouri,Osage County,2012,13857,7221,6636
Missouri,Ozark County,2012,9672,4929,4743
Kentucky,Hart County,2012,18288,8688,9600
Missouri,Perry County,2012,18986,9573,9413
Missouri,Pettis County,2012,42044,20602,21442
North Carolina,McDowell County,2012,44825,23351,21474
Missouri,Pike County,2012,18574,10245,8329
Missouri,Platte County,2012,89567,44061,45506
Missouri,Polk County,2012,31035,15333,15702
Missouri,Pulaski County,2012,51620,28806,22814
Missouri,Putnam County,2012,4976,2487,2489
Missouri,Ralls County,2012,10198,5090,5108
Mississippi,Prentiss County,2012,25388,13394,11994
Missouri,Ray County,2012,23422,11668,11754
Missouri,Reynolds County,2012,6682,3407,3275
Missouri,Ripley County,2012,14070,6891,7179
Missouri,St. Charles County,2012,360695,177047,183648
Missouri,St. Clair County,2012,9693,4852,4841
Missouri,Ste. Genevieve County,2012,18066,9101,8965
Missouri,St. Francois County,2012,65246,35056,30190
Missouri,St. Louis County,2012,999147,472886,526261
Missouri,Saline County,2012,23232,11704,11528
Missouri,Schuyler County,2012,4397,2127,2270
Missouri,Scotland County,2012,4843,2390,2453
Missouri,Scott County,2012,39192,18910,20282
Missouri,Shannon County,2012,8407,4164,4243
Missouri,Shelby County,2012,6328,3120,3208
Tennessee,Marshall County,2012,29902,14526,15376
Missouri,Stone County,2012,31968,15684,16284
Missouri,Sullivan County,2012,6667,3395,3272
Missouri,Taney County,2012,51596,25177,26419
Indiana,Posey County,2012,25840,13211,12629
Missouri,Vernon County,2012,20958,10124,10834
Missouri,Warren County,2012,32440,16264,16176
Missouri,Washington County,2012,25120,12775,12345
Missouri,Wayne County,2012,13444,6715,6729
Missouri,Webster County,2012,36183,18377,17806
Missouri,Worth County,2012,2146,1039,1107
Missouri,Wright County,2012,18732,9160,9572
Missouri,St. Louis city,2012,318527,153691,164836
Montana,Beaverhead County,2012,9228,4627,4601
Missouri,DeKalb County,2012,12872,6440,6432
Montana,Blaine County,2012,6514,3275,3239
Montana,Broadwater County,2012,5575,2828,2747
Montana,Carbon County,2012,10057,5130,4927
Idaho,Camas County,2012,1276,623,653
Montana,Cascade County,2012,81248,40320,40928
Missouri,Atchison County,2012,5811,2876,2935
Alabama,Wilcox County,2012,11706,5793,5913
South Dakota,Haakon County,2012,1734,881,853
Missouri,Hickory County,2012,9022,4685,4337
Montana,Deer Lodge County,2012,9277,4858,4419
Montana,Fallon County,2012,3051,1506,1545
Texas,Live Oak County,2012,11507,5808,5699
Montana,Flathead County,2012,90967,45489,45478
Montana,Gallatin County,2012,90339,46716,43623
Montana,Garfield County,2012,1100,547,553
Virginia,Northampton County,2012,13422,6530,6892
Montana,Golden Valley County,2012,769,378,391
Montana,Granite County,2012,3083,1572,1511
Montana,Hill County,2012,16157,8217,7940
Montana,Jefferson County,2012,11360,5847,5513
Montana,Judith Basin County,2012,2052,970,1082
Montana,Lake County,2012,28794,14106,14688
Montana,Lewis and Clark County,2012,63432,31438,31994
Montana,Liberty County,2012,2326,1071,1255
Montana,Lincoln County,2012,19594,9941,9653
North Dakota,Oliver County,2012,1808,922,886
Montana,Madison County,2012,7688,3975,3713
Montana,Meagher County,2012,1900,971,929
Montana,Mineral County,2012,4203,2194,2009
Montana,Missoula County,2012,109402,55118,54284
Montana,Musselshell County,2012,4597,2345,2252
Montana,Park County,2012,15655,7753,7902
Montana,Petroleum County,2012,566,290,276
Montana,Mineral County,2012,4203,2091,2112
Montana,Pondera County,2012,6147,2925,3222
Montana,Powder River County,2012,1639,850,789
Montana,Powell County,2012,7067,4386,2681
