State,County,Year,Total population,Male Total population,Female Total population
South Carolina,York County,2012,226576,109238,117338
South Dakota,Aurora County,2012,2726,1347,1379
South Dakota,Beadle County,2012,17372,8737,8635
South Dakota,Bennett County,2012,3432,1720,1712
Kansas,Wabaunsee County,2012,7041,4036,3005
South Dakota,Brookings County,2012,31973,16402,15571
South Dakota,Brown County,2012,36562,17890,18672
South Dakota,Brule County,2012,5236,2558,2678
South Dakota,Buffalo County,2012,1950,987,963
South Dakota,Butte County,2012,10122,5036,5086
South Dakota,Campbell County,2012,1419,682,737
South Dakota,Charles Mix County,2012,9127,4508,4619
South Dakota,Clark County,2012,3653,1829,1824
South Dakota,Clay County,2012,13966,6890,7076
South Dakota,Codington County,2012,27284,13493,13791
North Dakota,Cavalier County,2012,4046,2060,1986
South Dakota,Custer County,2012,8219,4128,4091
South Dakota,Davison County,2012,19513,9776,9737
South Dakota,Tripp County,2012,5673,2879,2794
South Dakota,Deuel County,2012,4376,2256,2120
Colorado,Gilpin County,2012,5358,2669,2689
South Dakota,Douglas County,2012,2992,1486,1506
South Dakota,Edmunds County,2012,4050,2111,1939
South Dakota,Fall River County,2012,7028,3502,3526
South Dakota,Faulk County,2012,2374,1175,1199
South Dakota,Grant County,2012,7324,3763,3561
North Dakota,Wells County,2012,4251,2173,2078
South Dakota,Haakon County,2012,1852,948,904
South Dakota,Hamlin County,2012,5875,2987,2888
South Dakota,Hand County,2012,3394,1711,1683
California,Sierra County,2012,3366,1698,1668
South Dakota,Harding County,2012,1367,702,665
South Dakota,Hughes County,2012,17064,8360,8704
South Dakota,Hutchinson County,2012,7283,3587,3696
South Dakota,Hyde County,2012,1437,710,727
South Dakota,Jackson County,2012,3067,1548,1519
South Dakota,Jerauld County,2012,2047,1016,1031
South Dakota,Jones County,2012,1084,507,577
South Dakota,Kingsbury County,2012,5159,2604,2555
South Dakota,Lake County,2012,11364,5729,5635
South Dakota,Lawrence County,2012,24063,11974,12089
South Dakota,Lincoln County,2012,45055,22590,22465
South Dakota,Lyman County,2012,3752,1988,1764
Illinois,Gallatin County,2012,5592,2809,2783
South Dakota,McPherson County,2012,2485,1298,1187
South Dakota,Marshall County,2012,4631,2464,2167
South Dakota,Meade County,2012,25456,13154,12302
South Dakota,Mellette County,2012,2057,1020,1037
South Dakota,Miner County,2012,2365,1184,1181
South Dakota,Minnehaha County,2012,170342,85048,85294
South Dakota,Moody County,2012,6474,3269,3205
South Dakota,Pennington County,2012,101240,50518,50722
South Dakota,Perkins County,2012,2890,1494,1396
South Dakota,Potter County,2012,2327,1113,1214
Louisiana,Caldwell Parish,2012,10158,5076,5082
South Dakota,Sanborn County,2012,2357,1225,1132
Wisconsin,Buffalo County,2012,13683,6542,7141
South Dakota,Spink County,2012,6483,3284,3199
South Dakota,Stanley County,2012,2940,1488,1452
South Dakota,Sully County,2012,1382,762,620
Minnesota,Stevens County,2012,9711,4824,4887
South Dakota,Tripp County,2012,5608,2793,2815
Wyoming,Platte County,2012,8344,4228,4116
South Dakota,Union County,2012,14377,7229,7148
Colorado,Lincoln County,2012,5443,2705,2738
Georgia,Fannin County,2012,22434,11713,10721
South Dakota,Ziebach County,2012,2796,1342,1454
Tennessee,Anderson County,2012,75039,36408,38631
Tennessee,Bedford County,2012,45060,22425,22635
Tennessee,Benton County,2012,16420,8115,8305
Tennessee,Bledsoe County,2012,12898,7070,5828
Tennessee,Blount County,2012,123086,59659,63427
Tennessee,Bradley County,2012,99229,48280,50949
Tennessee,Campbell County,2012,40629,19855,20774
Tennessee,Cannon County,2012,13797,6791,7006
Tennessee,Carroll County,2012,28486,13784,14702
Tennessee,Carter County,2012,57531,28225,29306
Tennessee,Cheatham County,2012,39103,19683,19420
Tennessee,Chester County,2012,17043,8253,8790
Tennessee,Claiborne County,2012,32025,15725,16300
Tennessee,Clay County,2012,7842,3899,3943
Wisconsin,Green County,2012,35631,17310,18321
Tennessee,Coffee County,2012,52853,25631,27222
Tennessee,Crockett County,2012,14567,7055,7512
Tennessee,Cumberland County,2012,56144,27121,29023
Tennessee,Davidson County,2012,629113,304566,324547
Georgia,Pulaski County,2012,11732,5699,6033
Tennessee,DeKalb County,2012,18770,9505,9265
Tennessee,Dickson County,2012,49704,24274,25430
Tennessee,Dyer County,2012,38234,18559,19675
Tennessee,Fayette County,2012,38370,19024,19346
Tennessee,Fentress County,2012,17945,8825,9120
Tennessee,Franklin County,2012,40972,19921,21051
Tennessee,Gibson County,2012,49594,23526,26068
Tennessee,Giles County,2012,29439,14453,14986
Tennessee,Grainger County,2012,22613,11249,11364
Tennessee,Greene County,2012,68755,33752,35003
Tennessee,Grundy County,2012,13751,6822,6929
Tennessee,Hamblen County,2012,62528,30268,32260
Tennessee,Hamilton County,2012,337023,162196,174827
Tennessee,Hancock County,2012,6759,3357,3402
Wyoming,Park County,2012,27193,14860,12333
Tennessee,Hardin County,2012,25987,12534,13453
Tennessee,Hawkins County,2012,56725,27775,28950
Tennessee,Haywood County,2012,18673,8776,9897
Tennessee,Henderson County,2012,27835,13433,14402
Minnesota,Nicollet County,2012,32271,15666,16605
Tennessee,Hickman County,2012,24481,12900,11581
Georgia,Atkinson County,2012,8375,4196,4179
Tennessee,Humphreys County,2012,18428,8955,9473
Tennessee,Jackson County,2012,11526,5758,5768
Tennessee,Jefferson County,2012,51541,25343,26198
Kentucky,McCreary County,2012,18199,9813,8386
Tennessee,Knox County,2012,433207,210569,222638
Tennessee,Lake County,2012,7780,4902,2878
Tennessee,Lauderdale County,2012,27772,14519,13253
Tennessee,Lawrence County,2012,41779,20395,21384
Tennessee,Lewis County,2012,12050,6112,5938
Tennessee,Lincoln County,2012,33295,16201,17094
Tennessee,Gibson County,2012,48586,23747,24839
Tennessee,McMinn County,2012,52325,25349,26976
Georgia,Chattooga County,2012,26001,12772,13229
Tennessee,Macon County,2012,22265,10934,11331
Tennessee,Madison County,2012,97976,46599,51377
Tennessee,Marion County,2012,28184,13873,14311
Tennessee,Marshall County,2012,30585,14976,15609
Tennessee,Maury County,2012,80965,39098,41867
Tennessee,Meigs County,2012,11696,5914,5782
Tennessee,Monroe County,2012,44680,22192,22488
Tennessee,Montgomery County,2012,173138,85063,88075
Tennessee,Moore County,2012,6349,3155,3194
Tennessee,Morgan County,2012,21882,12037,9845
Tennessee,Obion County,2012,31721,15367,16354
Tennessee,Overton County,2012,22040,10890,11150
Tennessee,Perry County,2012,7856,3948,3908
Tennessee,Pickett County,2012,5108,2572,2536
Tennessee,Polk County,2012,16756,8403,8353
Tennessee,Putnam County,2012,72172,35651,36521
Tennessee,Rhea County,2012,31817,15623,16194
Tennessee,Roane County,2012,54027,26616,27411
Tennessee,Robertson County,2012,66143,32592,33551
Tennessee,Rutherford County,2012,263815,130377,133438
Tennessee,Scott County,2012,22196,10915,11281
Tennessee,Sequatchie County,2012,14173,7003,7170
Tennessee,Sevier County,2012,90218,44410,45808
Tennessee,Shelby County,2012,929437,443391,486046
Tennessee,Smith County,2012,19157,9459,9698
Tennessee,Stewart County,2012,13262,6674,6588
Tennessee,Sullivan County,2012,156675,75527,81148
Tennessee,Sumner County,2012,161206,78413,82793
Tennessee,Tipton County,2012,61038,29971,31067
Tennessee,Lake County,2012,7827,3965,3862
Tennessee,Unicoi County,2012,18287,8976,9311
Tennessee,Union County,2012,19179,9556,9623
Tennessee,Van Buren County,2012,5552,2758,2794
Tennessee,Warren County,2012,39767,19734,20033
Tennessee,Washington County,2012,122840,59930,62910
Tennessee,Wayne County,2012,17015,9404,7611
Tennessee,Weakley County,2012,34802,17092,17710
Tennessee,White County,2012,25863,12666,13197
Tennessee,Williamson County,2012,184225,89709,94516
Tennessee,Wilson County,2012,114618,56275,58343
Texas,Anderson County,2012,58269,34613,23656
Texas,Andrews County,2012,15006,7478,7528
Texas,Angelina County,2012,86550,42423,44127
Texas,Aransas County,2012,23391,11388,12003
Texas,Archer County,2012,8944,4495,4449
Texas,Armstrong County,2012,1820,888,932
Texas,Atascosa County,2012,45091,22257,22834
Texas,Austin County,2012,28372,14209,14163
Texas,Bailey County,2012,7096,3752,3344
Texas,Bandera County,2012,20477,10016,10461
Wisconsin,Wood County,2012,74023,37969,36054
Texas,Baylor County,2012,3706,1768,1938
Texas,Bee County,2012,32083,19410,12673
Texas,Bell County,2012,310155,153916,156239
Texas,Bexar County,2012,1719902,843432,876470
Texas,Blanco County,2012,10425,5279,5146
Texas,Borden County,2012,642,326,316
Texas,Bosque County,2012,18114,8970,9144
Texas,Bowie County,2012,92460,46794,45666
Texas,Brazoria County,2012,313813,159519,154294
Texas,Brazos County,2012,194087,98228,95859
Texas,Brewster County,2012,9175,4553,4622
Georgia,Taliaferro County,2012,1674,872,802
Texas,Brooks County,2012,7236,3610,3626
Texas,Brown County,2012,38018,18823,19195
Louisiana,Claiborne Parish,2012,17160,8493,8667
Texas,Burnet County,2012,42946,21170,21776
Texas,Caldwell County,2012,38152,19218,18934
Texas,Calhoun County,2012,21366,10737,10629
Texas,Callahan County,2012,13521,6597,6924
Texas,Cameron County,2012,405819,195407,210412
Missouri,Bollinger County,2012,12389,6074,6315
Texas,Carson County,2012,6215,3063,3152
Texas,Cass County,2012,30324,14672,15652
Texas,Castro County,2012,7984,4053,3931
Texas,Chambers County,2012,34562,17398,17164
Texas,Cherokee County,2012,50690,25869,24821
Nebraska,Burt County,2012,7047,4226,2821
Texas,Clay County,2012,10718,5303,5415
Texas,Cochran County,2012,3087,1545,1542
Texas,Reagan County,2012,3298,1636,1662
Texas,Coleman County,2012,8817,4416,4401
Texas,Collin County,2012,788580,387832,400748
South Dakota,Douglas County,2012,3050,1515,1535
Texas,Colorado County,2012,20784,10270,10514
Texas,Comal County,2012,108985,53528,55457
Texas,Comanche County,2012,13875,6799,7076
Texas,Concho County,2012,4073,2768,1305
Texas,Cooke County,2012,38427,19083,19344
Texas,Coryell County,2012,75728,37248,38480
Texas,Cottle County,2012,1600,732,868
Texas,Crane County,2012,4359,2188,2171
Texas,Crockett County,2012,3669,1876,1793
Texas,Crosby County,2012,6100,2984,3116
South Dakota,Faulk County,2012,2386,1085,1301
Texas,Dallam County,2012,6734,3509,3225
Texas,Dallas County,2012,2379214,1177560,1201654
Texas,Dawson County,2012,13761,8113,5648
Texas,Deaf Smith County,2012,19275,9484,9791
Texas,Delta County,2012,5240,2580,2660
Texas,Denton County,2012,667934,328729,339205
Texas,DeWitt County,2012,20156,10587,9569
Virginia,Highland County,2012,2399,1293,1106
Texas,Dimmit County,2012,10054,4854,5200
New Mexico,Catron County,2012,3652,1819,1833
Texas,Duval County,2012,11821,6150,5671
Texas,Eastland County,2012,18519,9065,9454
Texas,Ector County,2012,138193,68365,69828
Texas,Edwards County,2012,2023,983,1040
Texas,Ellis County,2012,149712,73896,75816
Texas,El Paso County,2012,801115,388798,412317
Texas,Erath County,2012,38192,18738,19454
Texas,Falls County,2012,17756,8232,9524
Texas,Fannin County,2012,33867,17887,15980
Texas,Fayette County,2012,24557,12063,12494
Texas,Fisher County,2012,3963,2001,1962
Missouri,Shelby County,2012,6439,3149,3290
Texas,Foard County,2012,1273,592,681
Texas,Fort Bend County,2012,587666,288637,299029
Texas,Franklin County,2012,10593,5263,5330
Texas,Freestone County,2012,19631,10363,9268
Texas,Frio County,2012,17265,10091,7174
Texas,Gaines County,2012,17572,8905,8667
Texas,Galveston County,2012,292874,144823,148051
Texas,Garza County,2012,6295,4014,2281
Texas,Gillespie County,2012,24777,12010,12767
Texas,Glasscock County,2012,1255,698,557
Virginia,Charles City County,2012,7223,3620,3603
Texas,Montague County,2012,19773,9890,9883
Texas,Gray County,2012,22731,11893,10838
Texas,Grayson County,2012,120641,58707,61934
Texas,Gregg County,2012,121451,59560,61891
Texas,Grimes County,2012,26564,14462,12102
Texas,Guadalupe County,2012,131945,64972,66973
Texas,Hale County,2012,36153,18761,17392
Texas,Hall County,2012,3337,1660,1677
Texas,Hamilton County,2012,8448,4150,4298
Texas,Hansford County,2012,5556,2808,2748
Texas,Hardeman County,2012,4124,2010,2114
Texas,Hardin County,2012,54497,26845,27652
Texas,Harris County,2012,4101752,2042408,2059344
Texas,Harrison County,2012,65958,32401,33557
Texas,Hartley County,2012,6015,3707,2308
Texas,La Salle County,2012,5891,3025,2866
Texas,Hays County,2012,158464,78884,79580
Texas,Hemphill County,2012,3863,1931,1932
Texas,Henderson County,2012,78558,38513,40045
Texas,Hidalgo County,2012,774820,377671,397149
Texas,Hill County,2012,35079,17127,17952
Texas,Hockley County,2012,22988,11458,11530
Texas,Hood County,2012,51161,25250,25911
Texas,Hopkins County,2012,35088,17351,17737
Texas,Houston County,2012,23512,12762,10750
Texas,Howard County,2012,34927,19624,15303
Texas,Hudspeth County,2012,3407,1720,1687
Texas,Hunt County,2012,85955,42569,43386
Texas,Hutchinson County,2012,21992,10956,11036
Texas,Irion County,2012,1596,774,822
Texas,Jack County,2012,9027,5137,3890
Texas,Jackson County,2012,14075,6839,7236
Texas,Jasper County,2012,35703,17570,18133
Texas,Jeff Davis County,2012,2319,1192,1127
Texas,Jefferson County,2012,251627,128630,122997
Texas,Jim Hogg County,2012,5257,2885,2372
Texas,Jim Wells County,2012,41014,20450,20564
Texas,Johnson County,2012,151174,75687,75487
Texas,Bandera County,2012,20137,12478,7659
Texas,Karnes County,2012,14936,8993,5943
Oregon,Douglas County,2012,103385,50881,52504
Texas,Kendall County,2012,33745,16697,17048
Texas,Kenedy County,2012,451,193,258
Texas,Kent County,2012,829,406,423
Texas,Kerr County,2012,49469,24005,25464
Texas,Kimble County,2012,4577,2354,2223
Texas,King County,2012,227,122,105
Texas,Kinney County,2012,3574,1869,1705
Texas,Kleberg County,2012,31925,16209,15716
Texas,Knox County,2012,3713,1828,1885
Texas,Lamar County,2012,49740,23936,25804
Texas,Lamb County,2012,13996,6942,7054
Texas,Lampasas County,2012,19837,9828,10009
Texas,La Salle County,2012,6850,3802,3048
Florida,Madison County,2012,19269,9331,9938
Texas,Lee County,2012,16591,8334,8257
South Dakota,Hughes County,2012,16827,8357,8470
Texas,Liberty County,2012,75662,37191,38471
Mississippi,Itawamba County,2012,23350,12270,11080
Kansas,Woodson County,2012,3324,1710,1614
Tennessee,Jackson County,2012,11526,6285,5241
Texas,Llano County,2012,19115,9249,9866
Texas,Loving County,2012,85,65,20
Texas,Lubbock County,2012,278339,137494,140845
Texas,Lynn County,2012,5886,2955,2931
Texas,McCulloch County,2012,8281,4093,4188
Texas,McLennan County,2012,234626,113992,120634
Nebraska,Wheeler County,2012,696,417,279
Texas,Madison County,2012,13590,7886,5704
Texas,Marion County,2012,10544,5167,5377
Texas,Martin County,2012,4804,2369,2435
Texas,Mason County,2012,3978,2032,1946
Wisconsin,Green County,2012,36653,18259,18394
Texas,Maverick County,2012,54107,26388,27719
Texas,Medina County,2012,46009,23540,22469
Texas,Menard County,2012,2232,1103,1129
Texas,Midland County,2012,138472,68108,70364
Texas,Milam County,2012,24691,12164,12527
Texas,Mills County,2012,4880,2344,2536
Kansas,Cloud County,2012,9367,5824,3543
Texas,Montague County,2012,19737,9714,10023
Texas,Montgomery County,2012,458339,227220,231119
Iowa,Washington County,2012,21765,11125,10640
Texas,Morris County,2012,12914,6206,6708
California,Alpine County,2012,1153,634,519
Texas,Nacogdoches County,2012,64647,30811,33836
Texas,Navarro County,2012,47739,23619,24120
Florida,Calhoun County,2012,14372,7367,7005
Texas,Nolan County,2012,15104,7500,7604
Texas,Nueces County,2012,340568,167057,173511
Texas,Ochiltree County,2012,10314,5246,5068
Texas,Oldham County,2012,2048,992,1056
Texas,Orange County,2012,82306,40722,41584
Texas,Palo Pinto County,2012,28010,13779,14231
Texas,Panola County,2012,23814,11696,12118
Texas,Parker County,2012,116820,59104,57716
Texas,Parmer County,2012,10172,5216,4956
Iowa,Kossuth County,2012,15510,8733,6777
Texas,Polk County,2012,45618,24251,21367
Texas,Potter County,2012,121099,61927,59172
Georgia,Randolph County,2012,7678,3886,3792
Texas,Rains County,2012,10976,5623,5353
Texas,Randall County,2012,121090,59037,62053
Texas,Reagan County,2012,3384,1796,1588
Texas,Real County,2012,3326,1697,1629
Texas,Red River County,2012,12795,6117,6678
West Virginia,Monroe County,2012,13606,7527,6079
Texas,Refugio County,2012,7352,3649,3703
Texas,Roberts County,2012,992,467,525
Texas,Robertson County,2012,16596,8232,8364
Texas,Rockwall County,2012,78749,38600,40149
Texas,Runnels County,2012,10473,5201,5272
Texas,Rusk County,2012,53211,28099,25112
Texas,Sabine County,2012,10642,5238,5404
Texas,San Augustine County,2012,8898,4198,4700
Texas,San Jacinto County,2012,26482,13006,13476
Texas,San Patricio County,2012,65352,32631,32721
Texas,San Saba County,2012,6037,3275,2762
Texas,Schleicher County,2012,3327,1613,1714
Texas,Scurry County,2012,16855,8948,7907
Texas,Shackelford County,2012,3346,1621,1725
Texas,Shelby County,2012,25602,12568,13034
Texas,Sherman County,2012,3040,1558,1482
Texas,Smith County,2012,209691,101228,108463
Texas,Somervell County,2012,8444,4147,4297
Texas,Starr County,2012,60882,29464,31418
Texas,Stephens County,2012,9561,4983,4578
Texas,Sterling County,2012,1223,658,565
Texas,Stonewall County,2012,1447,802,645
Texas,Sutton County,2012,4123,1980,2143
Texas,Swisher County,2012,7816,4255,3561
Texas,Tarrant County,2012,1814667,890267,924400
Texas,Taylor County,2012,131425,63976,67449
Texas,Terrell County,2012,1001,528,473
Texas,Terry County,2012,12561,6843,5718
Alaska,Lake and Peninsula Borough,2012,1626,860,766
Texas,Titus County,2012,32045,15872,16173
Texas,Tom Green County,2012,110434,54325,56109
Texas,Travis County,2012,1034842,522384,512458
Texas,Trinity County,2012,14466,6742,7724
Texas,Tyler County,2012,21638,11757,9881
Texas,Upshur County,2012,39386,19410,19976
Texas,Upton County,2012,3300,1641,1659
Texas,Uvalde County,2012,26434,12880,13554
Texas,Val Verde County,2012,48578,24390,24188
Texas,Van Zandt County,2012,52507,25865,26642
Texas,Victoria County,2012,87188,42616,44572
Texas,Walker County,2012,67447,40395,27052
Texas,Waller County,2012,42894,21287,21607
Iowa,Franklin County,2012,10705,5270,5435
Texas,Washington County,2012,33628,16647,16981
Texas,Webb County,2012,250320,121436,128884
Texas,Wharton County,2012,41153,20200,20953
Texas,Wheeler County,2012,5414,2727,2687
Texas,Wichita County,2012,131019,67334,63685
Texas,Wilbarger County,2012,13451,6801,6650
Texas,Willacy County,2012,21983,11820,10163
Texas,Williamson County,2012,426296,209823,216473
Texas,Wilson County,2012,42999,21267,21732
West Virginia,Tucker County,2012,7137,3630,3507
Texas,Wise County,2012,59351,29920,29431
Texas,Wood County,2012,41927,20705,21222
Iowa,Monroe County,2012,7918,3900,4018
Texas,Young County,2012,18368,9050,9318
Texas,Zapata County,2012,14014,7043,6971
Texas,Zavala County,2012,11753,5825,5928
Utah,Beaver County,2012,6527,3385,3142
Utah,Box Elder County,2012,49660,24963,24697
Utah,Cache County,2012,112095,55762,56333
Utah,Carbon County,2012,21153,10515,10638
North Dakota,Billings County,2012,897,513,384
Utah,Davis County,2012,306664,154109,152555
Utah,Duchesne County,2012,18537,9399,9138
Utah,Emery County,2012,10902,5525,5377
Utah,Garfield County,2012,5107,2642,2465
Utah,Grand County,2012,9183,4683,4500
Utah,Iron County,2012,45984,23082,22902
Utah,Juab County,2012,10233,5165,5068
Georgia,Wheeler County,2012,7093,3480,3613
Utah,Millard County,2012,12436,6382,6054
Missouri,Carroll County,2012,9485,4823,4662
Utah,Piute County,2012,1699,839,860
North Dakota,Towner County,2012,2264,1158,1106
Utah,Salt Lake County,2012,1032226,519200,513026
Utah,San Juan County,2012,14707,7366,7341
Utah,Sanpete County,2012,27645,14478,13167
Utah,Sevier County,2012,20759,10495,10264
Utah,Summit County,2012,36598,18761,17837
Utah,Tooele County,2012,58158,29187,28971
Utah,Uintah County,2012,32809,16685,16124
Utah,Utah County,2012,516571,258985,257586
Utah,Wasatch County,2012,23661,11936,11725
Utah,Washington County,2012,139484,68906,70578
Utah,Wayne County,2012,2756,1404,1352
Utah,Weber County,2012,230940,116158,114782
Vermont,Addison County,2012,36814,18438,18376
Vermont,Bennington County,2012,36990,17971,19019
Vermont,Caledonia County,2012,31170,15453,15717
Vermont,Chittenden County,2012,156696,76437,80259
Vermont,Essex County,2012,6316,3172,3144
Vermont,Franklin County,2012,47853,23737,24116
Vermont,Grand Isle County,2012,7032,3526,3506
North Carolina,Martin County,2012,24471,12251,12220
Vermont,Orange County,2012,28980,14490,14490
Vermont,Orleans County,2012,27198,13568,13630
Vermont,Rutland County,2012,61599,30443,31156
Vermont,Washington County,2012,59462,29375,30087
Wisconsin,Polk County,2012,44310,21745,22565
Vermont,Windsor County,2012,56607,27823,28784
Virginia,Accomack County,2012,33454,16230,17224
Virginia,Albemarle County,2012,99484,47564,51920
Arkansas,Clay County,2012,16297,7956,8341
Virginia,Amelia County,2012,12674,6272,6402
Virginia,Amherst County,2012,32301,15406,16895
Virginia,Appomattox County,2012,14952,7374,7578
Virginia,Arlington County,2012,209077,104287,104790
Virginia,Augusta County,2012,73662,37616,36046
Virginia,Bath County,2012,4713,2286,2427
Virginia,Bedford County,2012,68750,33950,34800
Virginia,Bland County,2012,6827,3858,2969
Virginia,Botetourt County,2012,33074,16213,16861
South Dakota,Beadle County,2012,17372,9118,8254
Virginia,Buchanan County,2012,24071,12227,11844
Virginia,Buckingham County,2012,17071,9527,7544
Virginia,Campbell County,2012,54797,26569,28228
Virginia,Caroline County,2012,28510,14145,14365
Virginia,Carroll County,2012,29989,15019,14970
Virginia,Charles City County,2012,7226,3576,3650
Virginia,Charlotte County,2012,12546,6162,6384
Virginia,Chesterfield County,2012,316895,152721,164174
Missouri,Livingston County,2012,14143,7009,7134
Virginia,Craig County,2012,5186,2488,2698
Virginia,Culpeper County,2012,46894,23600,23294
Missouri,Lewis County,2012,9951,4959,4992
Virginia,Dickenson County,2012,15877,8019,7858
Virginia,Dinwiddie County,2012,27926,13692,14234
Virginia,Essex County,2012,11130,5324,5806
Virginia,Fairfax County,2012,1083770,535616,548154
Virginia,Fauquier County,2012,65495,32357,33138
Virginia,Floyd County,2012,15268,7437,7831
Virginia,Fluvanna County,2012,25749,11633,14116
Virginia,Franklin County,2012,56012,27673,28339
Virginia,Frederick County,2012,78397,39093,39304
Virginia,Giles County,2012,17149,8424,8725
Virginia,Gloucester County,2012,36821,18083,18738
Virginia,Goochland County,2012,21496,10687,10809
Virginia,Grayson County,2012,15535,7565,7970
Virginia,Greene County,2012,18453,9222,9231
Virginia,Greensville County,2012,12127,7710,4417
Kansas,Cowley County,2012,36140,17266,18874
Virginia,Hanover County,2012,99964,49050,50914
Virginia,Henrico County,2012,307576,144671,162905
Virginia,Henry County,2012,53971,25895,28076
Virginia,Highland County,2012,2317,1090,1227
Virginia,Isle of Wight County,2012,35240,17201,18039
Virginia,James City County,2012,66939,32396,34543
Virginia,King and Queen County,2012,6968,3581,3387
Virginia,King George County,2012,23739,11879,11860
Virginia,King William County,2012,15861,7688,8173
North Dakota,Ramsey County,2012,11371,5383,5988
Louisiana,Allen Parish,2012,25528,13410,12118
Virginia,Loudoun County,2012,314980,155549,159431
Virginia,Louisa County,2012,33083,16284,16799
Virginia,Lunenburg County,2012,12838,6834,6004
Virginia,Madison County,2012,13270,6531,6739
Virginia,Mathews County,2012,8965,4239,4726
Virginia,Mecklenburg County,2012,32548,15990,16558
Virginia,Middlesex County,2012,10855,5412,5443
Virginia,Montgomery County,2012,94179,49031,45148
Virginia,Nelson County,2012,15000,7099,7901
Virginia,New Kent County,2012,18460,9428,9032
Virginia,Northampton County,2012,12408,6053,6355
Missouri,Bollinger County,2012,12389,6070,6319
Virginia,Nottoway County,2012,15875,8113,7762
Virginia,Orange County,2012,33625,16473,17152
Virginia,Page County,2012,24038,11916,12122
Illinois,Edgar County,2012,18513,9216,9297
Virginia,Pittsylvania County,2012,63318,31137,32181
Virginia,Powhatan County,2012,28003,15519,12484
Virginia,Prince Edward County,2012,23017,11296,11721
Virginia,Prince George County,2012,36013,19594,16419
Virginia,Prince William County,2012,404011,200718,203293
Texas,Hopkins County,2012,34869,17354,17515
North Dakota,Pembina County,2012,7440,3644,3796
Nebraska,Phelps County,2012,9234,5250,3984
Virginia,Roanoke County,2012,92432,44069,48363
Virginia,Rockbridge County,2012,22357,11011,11346
Virginia,Rockingham County,2012,76353,37322,39031
Virginia,Russell County,2012,28773,14197,14576
Virginia,Scott County,2012,23061,11516,11545
Virginia,Shenandoah County,2012,42076,20534,21542
Virginia,Smyth County,2012,32103,15713,16390
Virginia,Southampton County,2012,18576,9705,8871
Virginia,Spotsylvania County,2012,122854,60278,62576
Virginia,Stafford County,2012,129446,65063,64383
Virginia,Surry County,2012,6988,3462,3526
Virginia,Sussex County,2012,12095,7171,4924
Virginia,Tazewell County,2012,44846,22154,22692
Virginia,Warren County,2012,37567,18615,18952
Virginia,Washington County,2012,54691,26827,27864
Kentucky,Mason County,2012,17468,8467,9001
Virginia,Wise County,2012,41361,21486,19875
Virginia,Wythe County,2012,29203,14369,14834
Virginia,York County,2012,65503,32027,33476
Virginia,Alexandria city,2012,140337,67565,72772
Montana,Teton County,2012,6103,2729,3374
Virginia,Bristol city,2012,17747,8291,9456
Virginia,Buena Vista city,2012,6679,3083,3596
Virginia,Charlottesville city,2012,43223,20775,22448
Virginia,Chesapeake city,2012,223233,108598,114635
Virginia,Colonial Heights city,2012,17426,8103,9323
Virginia,Covington city,2012,5903,2983,2920
Virginia,Danville city,2012,43185,19737,23448
Virginia,Emporia city,2012,5825,2718,3107
Louisiana,Union Parish,2012,22712,11146,11566
Virginia,Falls Church city,2012,12300,5857,6443
Kansas,Clay County,2012,8531,3808,4723
Michigan,Roscommon County,2012,24932,11662,13270
Kansas,Pawnee County,2012,6942,3187,3755
Virginia,Hampton city,2012,137471,66020,71451
Virginia,Harrisonburg city,2012,49043,23142,25901
Virginia,Hopewell city,2012,22501,10684,11817
Virginia,Lexington city,2012,6990,4424,2566
Virginia,Lynchburg city,2012,75657,35319,40338
Virginia,Manassas city,2012,37943,18942,19001
Virginia,Manassas Park city,2012,14409,7082,7327
Iowa,Cass County,2012,13854,6133,7721
Georgia,Hall County,2012,180831,87134,93697
Virginia,Norfolk city,2012,243056,125797,117259
North Dakota,Sargent County,2012,3971,1681,2290
Virginia,Petersburg city,2012,32226,14985,17241
Kentucky,Edmonson County,2012,12110,5910,6200
Virginia,Portsmouth city,2012,95786,46114,49672
Nevada,Humboldt County,2012,16511,7769,8742
Virginia,Richmond city,2012,205348,97537,107811
Virginia,Roanoke city,2012,96742,46049,50693
South Carolina,Jasper County,2012,24792,11720,13072
Virginia,Staunton city,2012,23906,10689,13217
Virginia,Suffolk city,2012,84216,40476,43740
Virginia,Virginia Beach city,2012,439528,215485,224043
Minnesota,Nobles County,2012,21030,10070,10960
Virginia,Williamsburg city,2012,14207,6620,7587
Texas,Uvalde County,2012,26330,12883,13447
Washington,Adams County,2012,18575,9453,9122
Washington,Asotin County,2012,21658,10445,11213
Washington,Benton County,2012,175424,87727,87697
Washington,Chelan County,2012,72431,35923,36508
Washington,Clallam County,2012,71411,35375,36036
Washington,Clark County,2012,426984,210963,216021
Washington,Columbia County,2012,4001,2053,1948
Washington,Cowlitz County,2012,102138,50534,51604
Washington,Douglas County,2012,38369,19224,19145
Washington,Ferry County,2012,7584,3954,3630
Washington,Franklin County,2012,78680,40979,37701
Washington,Garfield County,2012,2246,1092,1154
Washington,Grant County,2012,88885,45306,43579
Washington,Grays Harbor County,2012,72272,37153,35119
Washington,Island County,2012,78707,39084,39623
Washington,Jefferson County,2012,29802,14829,14973
Washington,King County,2012,1940777,967800,972977
Washington,Kitsap County,2012,251400,127621,123779
Washington,Kittitas County,2012,40954,20579,20375
